First Name,Last Name,Email Address,Datetime,Action,Email Subject Line
Morty,Smith,morty.smith@example.org,2023-12-24 06:12:03,Sent,Holiday meal service needs you
Patrick,Star,patrick.star@example.org,2023-12-21 21:56:15,Sent,Upcoming community cleanup — join us
Natasha,Romanoff,natasha.romanoff@example.org,2023-05-23 00:32:22,Sent,Help us reach our goal!
Barbara,Gordon,barbara.gordon@example.org,2023-03-15 08:48:13,Sent,Tech workshop registration now open
Steve,Rogers,steve.rogers@example.org,2023-10-19 11:29:26,Sent,Holiday meal service needs you
Hermione,Granger,hermione.granger@example.org,2023-11-07 02:46:19,Sent,Holiday meal service needs you
Harley,Quinn,harley.quinn@example.org,2023-05-18 13:32:39,Sent,Help us reach our goal!
Rick,Sanchez,rick.sanchez@example.org,2023-09-24 22:36:11,Sent,Help us reach our goal!
Lois,Lane,lois.lane@example.org,2023-06-13 21:46:31,Opened,Tech workshop registration now open
Harley,Quinn,harley.quinn@example.org,2023-09-26 15:00:52,Sent,Help us reach our goal!
Bugs,Bunny,bugs.bunny@example.org,2023-04-23 09:46:27,Sent,Exclusive update for supporters
Morty,Smith,morty.smith@example.org,2023-12-12 03:40:01,Sent,See your impact this month
Bruce,Wayne,bruce.wayne@example.org,2023-02-11 13:40:07,Sent,Thank you for being part of the mission
Steve,Rogers,steve.rogers@example.org,2023-10-25 06:28:46,Sent,See your impact this month
Peter,Parker,peter.parker@example.org,2023-05-27 02:32:37,Opened,We smashed our target — thanks to you!
Clark,Kent,clark.kent@example.org,2023-01-04 17:41:46,Opened,Join the food drive next week
Wanda,Maximoff,wanda.maximoff@example.org,2023-05-26 20:20:42,Sent,We smashed our target — thanks to you!
Bruce,Wayne,bruce.wayne@example.org,2023-01-24 00:43:05,Sent,Volunteer Spotlight: You make it happen
Rick,Sanchez,rick.sanchez@example.org,2023-03-08 19:14:24,Opened,Exclusive update for supporters
Diana,Prince,diana.prince@example.org,2023-06-11 05:57:09,Sent,Upcoming community cleanup — join us
Clark,Kent,clark.kent@example.org,2023-10-10 16:13:53,Sent,See your impact this month
Tony,Stark,tony.stark@example.org,2023-08-15 18:01:27,Opened,Spring fundraiser kicks off today
Bugs,Bunny,bugs.bunny@example.org,2023-08-11 06:31:28,Sent,Exclusive update for supporters
Barbara,Gordon,barbara.gordon@example.org,2023-05-03 18:08:52,Opened,We smashed our target — thanks to you!
Tony,Stark,tony.stark@example.org,2023-10-20 03:41:16,Sent,Exclusive update for supporters
Lois,Lane,lois.lane@example.org,2023-04-17 21:36:17,Sent,Help us reach our goal!
Steve,Rogers,steve.rogers@example.org,2024-11-29 04:04:59,Sent,Volunteer Spotlight: You make it happen
Homer,Simpson,homer.simpson@example.org,2024-07-18 20:58:38,Opened,Help us reach our goal!
Lois,Lane,lois.lane@example.org,2024-09-11 09:49:40,Sent,Join the food drive next week
Bugs,Bunny,bugs.bunny@example.org,2024-03-16 00:56:15,Opened,We smashed our target — thanks to you!
Hermione,Granger,hermione.granger@example.org,2024-11-01 13:56:36,Sent,Upcoming community cleanup — join us
Lisa,Simpson,lisa.simpson@example.org,2024-06-18 06:29:13,Opened,Your gift is changing lives
Morty,Smith,morty.smith@example.org,2024-01-19 12:19:06,Sent,Volunteer Spotlight: You make it happen
Ash,Ketchum,ash.ketchum@example.org,2024-07-26 13:52:58,Opened,Exclusive update for supporters
Diana,Prince,diana.prince@example.org,2024-08-21 23:17:08,Sent,Thank you for being part of the mission
Patrick,Star,patrick.star@example.org,2024-04-18 15:17:40,Sent,Exclusive update for supporters
Harley,Quinn,harley.quinn@example.org,2024-12-10 08:53:49,Sent,Your gift is changing lives
Rick,Sanchez,rick.sanchez@example.org,2024-02-23 13:43:55,Sent,Tech workshop registration now open
Bugs,Bunny,bugs.bunny@example.org,2024-02-20 17:59:45,Sent,Holiday meal service needs you
Ash,Ketchum,ash.ketchum@example.org,2024-08-26 13:53:40,Sent,Tech workshop registration now open
Bugs,Bunny,bugs.bunny@example.org,2024-07-17 01:14:10,Opened,See your impact this month
Scott,Summers,scott.summers@example.org,2024-08-16 23:56:14,Sent,Your gift is changing lives
Jean,Grey,jean.grey@example.org,2024-03-30 06:40:35,Opened,Help us reach our goal!
Tony,Stark,tony.stark@example.org,2024-02-03 11:59:26,Sent,Join the food drive next week
Rick,Sanchez,rick.sanchez@example.org,2024-12-01 10:27:00,Opened,Volunteer Spotlight: You make it happen
Peter,Parker,peter.parker@example.org,2024-03-09 14:15:24,Sent,Your gift is changing lives
Mickey,Mouse,mickey.mouse@example.org,2024-07-27 13:36:13,Sent,Help us reach our goal!
Ash,Ketchum,ash.ketchum@example.org,2024-05-17 12:09:58,Opened,Volunteer Spotlight: You make it happen
Morty,Smith,morty.smith@example.org,2024-06-08 13:07:41,Sent,See your impact this month
Peter,Parker,peter.parker@example.org,2024-01-28 05:47:29,Sent,See your impact this month
Wanda,Maximoff,wanda.maximoff@example.org,2024-07-02 20:04:07,Opened,Holiday meal service needs you
Bruce,Wayne,bruce.wayne@example.org,2024-08-19 21:18:55,Sent,Holiday meal service needs you
Lisa,Simpson,lisa.simpson@example.org,2024-10-29 12:48:27,Sent,We smashed our target — thanks to you!
Lisa,Simpson,lisa.simpson@example.org,2024-03-01 00:59:05,Sent,Help us reach our goal!
Lisa,Simpson,lisa.simpson@example.org,2024-01-07 16:04:54,Opened,Thank you for being part of the mission
Rick,Sanchez,rick.sanchez@example.org,2024-02-28 04:43:35,Sent,Upcoming community cleanup — join us
Lois,Lane,lois.lane@example.org,2024-04-28 02:54:52,Sent,We smashed our target — thanks to you!
Rick,Sanchez,rick.sanchez@example.org,2024-02-26 20:26:22,Opened,Join the food drive next week
Homer,Simpson,homer.simpson@example.org,2024-05-10 21:56:53,Opened,Tech workshop registration now open
Peter,Parker,peter.parker@example.org,2024-11-10 19:09:09,Sent,Spring fundraiser kicks off today
Bugs,Bunny,bugs.bunny@example.org,2024-12-25 04:38:51,Sent,Holiday meal service needs you
Lisa,Simpson,lisa.simpson@example.org,2024-05-14 21:57:53,Sent,See your impact this month
Mickey,Mouse,mickey.mouse@example.org,2024-12-27 00:23:02,Opened,Upcoming community cleanup — join us
Lisa,Simpson,lisa.simpson@example.org,2024-10-16 07:42:00,Sent,Volunteer Spotlight: You make it happen
Tony,Stark,tony.stark@example.org,2024-06-10 16:18:06,Sent,Join the food drive next week
Scott,Summers,scott.summers@example.org,2024-11-08 14:19:45,Sent,Holiday meal service needs you
Mickey,Mouse,mickey.mouse@example.org,2024-09-15 08:31:57,Sent,Holiday meal service needs you
Steve,Rogers,steve.rogers@example.org,2024-09-16 09:42:50,Sent,Thank you for being part of the mission
Wanda,Maximoff,wanda.maximoff@example.org,2024-10-01 01:41:11,Sent,Spring fundraiser kicks off today
Lisa,Simpson,lisa.simpson@example.org,2024-03-15 04:06:44,Sent,Holiday meal service needs you
Hermione,Granger,hermione.granger@example.org,2024-02-22 02:47:44,Opened,Thank you for being part of the mission
Scott,Summers,scott.summers@example.org,2024-04-03 20:54:01,Sent,Help us reach our goal!
Morty,Smith,morty.smith@example.org,2024-07-05 07:28:08,Sent,Holiday meal service needs you
Steve,Rogers,steve.rogers@example.org,2024-07-13 22:46:30,Sent,Your gift is changing lives
Tony,Stark,tony.stark@example.org,2024-09-23 04:43:47,Sent,Help us reach our goal!
Bruce,Wayne,bruce.wayne@example.org,2024-06-03 17:35:36,Sent,Upcoming community cleanup — join us
Barbara,Gordon,barbara.gordon@example.org,2024-02-13 14:42:31,Opened,Thank you for being part of the mission
Tony,Stark,tony.stark@example.org,2024-02-01 08:16:07,Sent,We smashed our target — thanks to you!
Hermione,Granger,hermione.granger@example.org,2024-02-07 19:59:51,Sent,Tech workshop registration now open
Peter,Parker,peter.parker@example.org,2024-12-12 20:19:19,Sent,Holiday meal service needs you
Ash,Ketchum,ash.ketchum@example.org,2024-04-16 22:58:43,Sent,Tech workshop registration now open
Harley,Quinn,harley.quinn@example.org,2024-02-18 20:44:32,Sent,Thank you for being part of the mission
Ginny,Weasley,ginny.weasley@example.org,2024-07-23 00:23:17,Sent,Tech workshop registration now open
Rick,Sanchez,rick.sanchez@example.org,2024-02-17 09:40:07,Sent,Exclusive update for supporters
Harley,Quinn,harley.quinn@example.org,2024-04-09 14:44:45,Sent,Volunteer Spotlight: You make it happen
Rick,Sanchez,rick.sanchez@example.org,2024-06-09 23:10:10,Sent,Your gift is changing lives
Diana,Prince,diana.prince@example.org,2024-05-14 03:16:18,Sent,Help us reach our goal!
Harley,Quinn,harley.quinn@example.org,2024-05-14 15:05:55,Sent,Join the food drive next week
Homer,Simpson,homer.simpson@example.org,2024-01-11 15:51:47,Sent,Tech workshop registration now open
Wanda,Maximoff,wanda.maximoff@example.org,2024-11-19 03:13:01,Sent,Volunteer Spotlight: You make it happen
Ron,Weasley,ron.weasley@example.org,2024-05-07 16:49:01,Sent,Tech workshop registration now open
Tony,Stark,tony.stark@example.org,2024-09-04 21:55:54,Sent,Volunteer Spotlight: You make it happen
Velma,Dinkley,velma.dinkley@example.org,2024-07-27 21:14:33,Sent,Thank you for being part of the mission
Morty,Smith,morty.smith@example.org,2024-10-11 19:34:42,Opened,Volunteer Spotlight: You make it happen
Rick,Sanchez,rick.sanchez@example.org,2024-07-25 12:04:39,Sent,Exclusive update for supporters
Rick,Sanchez,rick.sanchez@example.org,2024-03-02 23:13:16,Sent,Exclusive update for supporters
Ash,Ketchum,ash.ketchum@example.org,2024-10-31 05:32:25,Sent,Join the food drive next week
Ginny,Weasley,ginny.weasley@example.org,2024-03-28 20:58:26,Sent,Holiday meal service needs you
Natasha,Romanoff,natasha.romanoff@example.org,2024-04-17 03:33:43,Sent,Tech workshop registration now open
Velma,Dinkley,velma.dinkley@example.org,2024-12-18 22:32:22,Sent,Your gift is changing lives
Hermione,Granger,hermione.granger@example.org,2024-08-02 18:40:36,Sent,Join the food drive next week
Bruce,Wayne,bruce.wayne@example.org,2024-03-18 07:35:49,Sent,Join the food drive next week
Barbara,Gordon,barbara.gordon@example.org,2024-09-28 02:48:13,Sent,Volunteer Spotlight: You make it happen
Bugs,Bunny,bugs.bunny@example.org,2024-06-27 09:48:05,Sent,Exclusive update for supporters
Tony,Stark,tony.stark@example.org,2024-01-03 03:36:47,Sent,Tech workshop registration now open
Bugs,Bunny,bugs.bunny@example.org,2024-09-01 12:14:21,Sent,We smashed our target — thanks to you!
Homer,Simpson,homer.simpson@example.org,2024-01-09 20:29:00,Sent,Help us reach our goal!
Rick,Sanchez,rick.sanchez@example.org,2024-04-07 10:01:49,Sent,Your gift is changing lives
Bugs,Bunny,bugs.bunny@example.org,2024-05-27 17:35:02,Sent,Join the food drive next week
Peter,Parker,peter.parker@example.org,2024-03-11 17:53:54,Opened,Help us reach our goal!
Bruce,Wayne,bruce.wayne@example.org,2024-03-14 14:20:57,Sent,Thank you for being part of the mission
Ginny,Weasley,ginny.weasley@example.org,2024-01-23 23:56:57,Opened,Help us reach our goal!
Ash,Ketchum,ash.ketchum@example.org,2024-05-03 19:43:43,Sent,Spring fundraiser kicks off today
Tony,Stark,tony.stark@example.org,2024-04-30 06:37:31,Sent,Help us reach our goal!
Rick,Sanchez,rick.sanchez@example.org,2024-06-20 00:25:50,Sent,See your impact this month
Patrick,Star,patrick.star@example.org,2024-03-25 09:02:59,Sent,Upcoming community cleanup — join us
Ron,Weasley,ron.weasley@example.org,2024-09-18 08:32:11,Sent,Thank you for being part of the mission
Morty,Smith,morty.smith@example.org,2024-10-29 15:57:47,Sent,Holiday meal service needs you
Wanda,Maximoff,wanda.maximoff@example.org,2024-05-03 11:08:01,Opened,Spring fundraiser kicks off today
Ash,Ketchum,ash.ketchum@example.org,2024-11-26 00:58:27,Sent,See your impact this month
Hermione,Granger,hermione.granger@example.org,2024-04-22 07:19:49,Sent,See your impact this month
Morty,Smith,morty.smith@example.org,2025-06-06 15:42:42,Sent,Your gift is changing lives
Diana,Prince,diana.prince@example.org,2025-11-16 10:22:55,Sent,Upcoming community cleanup — join us
Jean,Grey,jean.grey@example.org,2025-03-30 06:47:16,Opened,See your impact this month
Rick,Sanchez,rick.sanchez@example.org,2025-08-24 22:40:08,Opened,We smashed our target — thanks to you!
Tony,Stark,tony.stark@example.org,2025-10-09 16:01:30,Opened,Volunteer Spotlight: You make it happen
Homer,Simpson,homer.simpson@example.org,2025-01-21 14:40:37,Sent,Upcoming community cleanup — join us
Barbara,Gordon,barbara.gordon@example.org,2025-08-28 22:47:23,Sent,Volunteer Spotlight: You make it happen
Ash,Ketchum,ash.ketchum@example.org,2025-09-12 13:16:30,Sent,Tech workshop registration now open
Jean,Grey,jean.grey@example.org,2025-12-30 09:40:49,Opened,Exclusive update for supporters
Jean,Grey,jean.grey@example.org,2025-05-17 08:59:48,Sent,See your impact this month
Lois,Lane,lois.lane@example.org,2025-11-15 23:04:39,Sent,Volunteer Spotlight: You make it happen
Scott,Summers,scott.summers@example.org,2025-06-21 22:35:50,Sent,Holiday meal service needs you
Peter,Parker,peter.parker@example.org,2025-08-18 21:05:59,Sent,Join the food drive next week
Patrick,Star,patrick.star@example.org,2025-04-23 19:36:59,Sent,Volunteer Spotlight: You make it happen
Homer,Simpson,homer.simpson@example.org,2025-04-12 20:24:01,Opened,Spring fundraiser kicks off today
Scott,Summers,scott.summers@example.org,2025-01-16 11:36:28,Sent,Your gift is changing lives
Wanda,Maximoff,wanda.maximoff@example.org,2025-10-23 20:36:42,Opened,Spring fundraiser kicks off today
Rick,Sanchez,rick.sanchez@example.org,2025-03-22 09:58:56,Sent,Join the food drive next week
Mickey,Mouse,mickey.mouse@example.org,2025-06-12 20:02:44,Sent,Holiday meal service needs you
Rick,Sanchez,rick.sanchez@example.org,2025-09-01 20:18:44,Sent,See your impact this month
Steve,Rogers,steve.rogers@example.org,2025-03-19 00:50:47,Opened,See your impact this month
Velma,Dinkley,velma.dinkley@example.org,2025-10-17 09:25:03,Opened,We smashed our target — thanks to you!
Velma,Dinkley,velma.dinkley@example.org,2025-12-30 16:21:39,Sent,Volunteer Spotlight: You make it happen
Ginny,Weasley,ginny.weasley@example.org,2025-04-04 12:35:21,Sent,Tech workshop registration now open
Harley,Quinn,harley.quinn@example.org,2025-05-30 11:10:22,Sent,Spring fundraiser kicks off today
Scott,Summers,scott.summers@example.org,2025-08-15 19:35:39,Opened,Help us reach our goal!
Peter,Parker,peter.parker@example.org,2025-08-13 23:00:36,Sent,Thank you for being part of the mission
Diana,Prince,diana.prince@example.org,2025-01-05 22:15:58,Opened,We smashed our target — thanks to you!
Steve,Rogers,steve.rogers@example.org,2025-10-30 01:23:49,Opened,Upcoming community cleanup — join us
Ron,Weasley,ron.weasley@example.org,2025-04-21 12:00:54,Sent,Holiday meal service needs you
Ginny,Weasley,ginny.weasley@example.org,2025-11-25 00:28:08,Opened,We smashed our target — thanks to you!
Wanda,Maximoff,wanda.maximoff@example.org,2025-04-22 06:36:36,Sent,Tech workshop registration now open
Hermione,Granger,hermione.granger@example.org,2025-08-28 04:17:15,Sent,Your gift is changing lives
Harley,Quinn,harley.quinn@example.org,2025-02-22 20:01:15,Sent,Upcoming community cleanup — join us
Tony,Stark,tony.stark@example.org,2025-11-26 00:18:42,Opened,Exclusive update for supporters
Wanda,Maximoff,wanda.maximoff@example.org,2025-12-23 13:02:12,Sent,Upcoming community cleanup — join us
Steve,Rogers,steve.rogers@example.org,2025-01-23 23:39:42,Opened,Spring fundraiser kicks off today
Wanda,Maximoff,wanda.maximoff@example.org,2025-08-12 13:30:24,Sent,Upcoming community cleanup — join us
Hermione,Granger,hermione.granger@example.org,2025-07-02 09:26:03,Clicked,Volunteer Spotlight: You make it happen
Ash,Ketchum,ash.ketchum@example.org,2025-03-04 07:24:18,Sent,We smashed our target — thanks to you!
Clark,Kent,clark.kent@example.org,2025-11-09 03:26:40,Opened,Thank you for being part of the mission
Ginny,Weasley,ginny.weasley@example.org,2025-07-11 17:47:44,Sent,Exclusive update for supporters
Bruce,Wayne,bruce.wayne@example.org,2025-06-23 01:51:01,Sent,Holiday meal service needs you
Bugs,Bunny,bugs.bunny@example.org,2025-05-15 19:15:12,Opened,Holiday meal service needs you
Scott,Summers,scott.summers@example.org,2025-11-13 08:19:44,Sent,Help us reach our goal!
Jean,Grey,jean.grey@example.org,2025-07-24 11:38:35,Sent,Upcoming community cleanup — join us
Bugs,Bunny,bugs.bunny@example.org,2025-07-15 04:02:42,Sent,Volunteer Spotlight: You make it happen
Bruce,Wayne,bruce.wayne@example.org,2025-03-17 05:02:46,Sent,Spring fundraiser kicks off today
Ron,Weasley,ron.weasley@example.org,2025-11-03 03:35:58,Sent,See your impact this month
Peter,Parker,peter.parker@example.org,2025-01-31 14:59:59,Sent,Join the food drive next week
Jean,Grey,jean.grey@example.org,2025-01-08 00:26:50,Sent,Help us reach our goal!
Ash,Ketchum,ash.ketchum@example.org,2025-06-30 21:28:09,Sent,Your gift is changing lives
Homer,Simpson,homer.simpson@example.org,2025-11-16 05:04:10,Sent,Spring fundraiser kicks off today
Bruce,Wayne,bruce.wayne@example.org,2025-11-07 05:03:26,Sent,Holiday meal service needs you
Morty,Smith,morty.smith@example.org,2025-06-10 20:04:36,Sent,Upcoming community cleanup — join us
Scott,Summers,scott.summers@example.org,2025-03-28 18:14:57,Sent,Help us reach our goal!
Hermione,Granger,hermione.granger@example.org,2025-08-12 06:30:01,Sent,Tech workshop registration now open
Ash,Ketchum,ash.ketchum@example.org,2025-05-27 13:30:35,Sent,Exclusive update for supporters
Peter,Parker,peter.parker@example.org,2025-03-25 14:06:41,Sent,Holiday meal service needs you
Bruce,Wayne,bruce.wayne@example.org,2025-11-12 16:07:52,Sent,Your gift is changing lives
Tony,Stark,tony.stark@example.org,2025-02-18 20:58:00,Sent,Help us reach our goal!
Diana,Prince,diana.prince@example.org,2025-09-20 08:43:43,Sent,Holiday meal service needs you
Jean,Grey,jean.grey@example.org,2025-12-10 18:29:12,Opened,Your gift is changing lives
Tony,Stark,tony.stark@example.org,2025-06-14 16:24:24,Sent,Join the food drive next week
Bugs,Bunny,bugs.bunny@example.org,2025-08-19 04:09:12,Sent,Join the food drive next week
Peter,Parker,peter.parker@example.org,2025-03-15 14:28:40,Sent,Holiday meal service needs you
Ginny,Weasley,ginny.weasley@example.org,2025-05-03 22:20:58,Sent,Help us reach our goal!
Ginny,Weasley,ginny.weasley@example.org,2025-08-31 07:31:11,Opened,Exclusive update for supporters
Lois,Lane,lois.lane@example.org,2025-10-14 00:36:41,Sent,Spring fundraiser kicks off today
Ron,Weasley,ron.weasley@example.org,2025-12-10 03:10:25,Opened,We smashed our target — thanks to you!
Lois,Lane,lois.lane@example.org,2025-09-08 13:55:05,Sent,Tech workshop registration now open
Mickey,Mouse,mickey.mouse@example.org,2025-10-17 09:42:21,Sent,Exclusive update for supporters
Diana,Prince,diana.prince@example.org,2025-12-08 14:11:58,Opened,Spring fundraiser kicks off today
Lisa,Simpson,lisa.simpson@example.org,2025-08-04 15:42:49,Sent,Tech workshop registration now open
Morty,Smith,morty.smith@example.org,2025-02-19 11:35:22,Sent,Exclusive update for supporters
Steve,Rogers,steve.rogers@example.org,2025-05-28 00:52:31,Sent,Spring fundraiser kicks off today
Ash,Ketchum,ash.ketchum@example.org,2025-08-19 17:54:34,Sent,Exclusive update for supporters
Bruce,Wayne,bruce.wayne@example.org,2025-02-27 08:45:50,Sent,Exclusive update for supporters
Patrick,Star,patrick.star@example.org,2025-12-06 01:52:49,Sent,Exclusive update for supporters
Hermione,Granger,hermione.granger@example.org,2025-05-30 09:04:23,Opened,Thank you for being part of the mission
Homer,Simpson,homer.simpson@example.org,2025-08-01 12:01:05,Sent,Holiday meal service needs you
Homer,Simpson,homer.simpson@example.org,2025-07-21 22:54:41,Sent,Your gift is changing lives
Bugs,Bunny,bugs.bunny@example.org,2025-07-01 05:39:25,Sent,Exclusive update for supporters
Wanda,Maximoff,wanda.maximoff@example.org,2025-02-14 23:53:39,Sent,Upcoming community cleanup — join us
Hermione,Granger,hermione.granger@example.org,2025-05-22 09:07:57,Sent,Join the food drive next week
Rick,Sanchez,rick.sanchez@example.org,2025-12-07 18:46:56,Sent,Spring fundraiser kicks off today
Natasha,Romanoff,natasha.romanoff@example.org,2025-08-03 16:47:23,Sent,Upcoming community cleanup — join us
Ash,Ketchum,ash.ketchum@example.org,2025-11-03 03:05:17,Sent,Help us reach our goal!
Lisa,Simpson,lisa.simpson@example.org,2025-04-01 01:52:31,Opened,Exclusive update for supporters
Morty,Smith,morty.smith@example.org,2025-09-27 02:07:16,Sent,Your gift is changing lives
Peter,Parker,peter.parker@example.org,2025-03-15 21:45:44,Sent,Thank you for being part of the mission
Ash,Ketchum,ash.ketchum@example.org,2025-12-08 19:04:43,Opened,We smashed our target — thanks to you!
Jean,Grey,jean.grey@example.org,2025-08-07 20:01:11,Sent,Help us reach our goal!
Scott,Summers,scott.summers@example.org,2025-03-18 16:39:00,Sent,Holiday meal service needs you
Wanda,Maximoff,wanda.maximoff@example.org,2025-06-03 19:32:30,Sent,Spring fundraiser kicks off today
