Donor First Name,Donor Last Name,Donor Email Address,Date of Donation,Dollar Amount,Note
Patrick,Star,patrick.star@example.org,4/1/19,0.73,Round‑up program
Patrick,Star,patrick.star@example.org,4/16/19,0.93,Round‑up program
Patrick,Star,patrick.star@example.org,8/19/19,0.47,Round‑up program
Patrick,Star,patrick.star@example.org,9/25/19,0.94,Round‑up program
Patrick,Star,patrick.star+28@charity.net,9/29/19,0.34,Round‑up program
Patrick,Star,patrickstar@example.org,10/7/19,0.99,Round‑up program
Patrick,Star,patrick.star@example.org,11/21/19,0.25,Round‑up program
Patrick,Star,patrick.star@example.org,11/26/19,0.96,Round‑up program
Patrick,Star,patrick.star@example.org,2/17/20,0.21,Round‑up program
Patrick,Star,patrick.star@example.org,2/23/20,0.66,Round‑up program
Patrick,Star,patrick.s@nonprofit.org,3/31/20,0.9,Round‑up program
Patrick,Star,patrick.star@example.org,6/21/20,0.58,Round‑up program
Patrick,Star,patrick.star@example.org,9/16/20,0.5,Round‑up program
Patrick,Star,patrick.star@example.org,9/22/20,0.42,Round‑up program
Patrick,Star,patrick.star@example.org,9/30/20,0.01,Round‑up program
Patrick,Star,patrick.star@example.org,9/30/20,0.04,Round‑up program
Patrick,Star,patrick.star@example.org,10/19/20,0.05,Round‑up program
Patrick,Star,patrick.star@example.org,12/22/20,0.03,Round‑up program
Patrick,Star,patrick.star@example.org,12/27/20,0.21,Round‑up program
Patrick,Star,patrick.star@example.org,2/1/21,0.29,Round‑up program
Patrick,Star,patrick.star@example.org,3/5/21,0.57,Round‑up program
Patrick,Star,patrick.star@example.org,3/7/21,0.73,Round‑up program
Patrick,Star,patrick.star@example.org,3/20/21,0.06,Round‑up program
Patrick,Star,patrick.star@example.org,4/22/21,0.32,Round‑up program
Patrick,Star,patrick.star@example.org,5/6/21,0.98,Round‑up program
Patrick,Star,patrick.star@example.org,9/13/21,0,Round‑up program
Patrick,Star,patrick.star@example.org,9/28/21,0.13,Round‑up program
Patrick,Star,patrick.star@example.org,10/5/21,0.29,Round‑up program
Patrick,Star,patrick.star@example.org,11/14/21,0.34,Round‑up program
Patrick,Star,patrick.star@example.org,12/14/21,0.67,Round‑up program
Patrick,Star,patrick.star@example.org,1/31/22,0.62,Round‑up program
Patrick,Star,patrick.star@example.org,2/17/22,0.99,Round‑up program
Patrick,Star,patrickstar@email.com,2/18/22,0.27,Round‑up program
Patrick,Star,patrick.star@example.org,5/10/22,0.25,Round‑up program
Patrick,Star,patrick.star@example.org,5/16/22,0.97,Round‑up program
Patrick,Star,patrick.star@example.org,5/18/22,0.68,Round‑up program
Patrick,Star,patrick.star@example.org,8/13/22,0.28,Round‑up program
Patrick,Star,patrick.star@example.org,9/16/22,0.73,Round‑up program
Patrick,Star,patrick.star@example.org,10/11/22,0.29,Round‑up program
Patrick,Star,patrick.star@example.org,11/20/22,0.72,Round‑up program
Patrick,Star,patrick.star@example.org,1/2/23,0.54,Round‑up program
Patrick,Star,patrick.star@example.org,2/13/23,0.13,Round‑up program
Patrick,Star,patrick.star@example.org,3/5/23,0.82,Round‑up program
Patrick,Star,patrick.star@example.org,5/7/23,0.31,Round‑up program
Patrick,Star,patrick.star+96@email.com,6/2/23,0.79,Round‑up program
Patrick,Star,patrick.star@example.org,6/7/23,0.69,Round‑up program
Patrick,Star,patrick.star@example.org,7/17/23,0.06,Round‑up program
Patrick,Star,patrick.star@example.org,9/3/23,0.69,Round‑up program
Patrick,Star,patrick.star+56@example.org,10/31/23,0.11,Round‑up program
Patrick,Star,patrick.star@example.org,12/23/23,0.72,Round‑up program
Patrick,Star,patrick.star@example.org,1/5/24,0.84,Round‑up program
Patrick,Star,patrick.star@example.org,2/25/24,0.56,Round‑up program
Patrick,Star,patrick.s@example.org,3/10/24,0.61,Round‑up program
Patrick,Star,patrickstar@nonprofit.org,3/13/24,0.25,Round‑up program
Patrick,Star,patrick.star@example.org,4/7/24,0.34,Round‑up program
Patrick,Star,patrick.star@example.org,4/13/24,0.81,Round‑up program
Patrick,Star,patrick.star@example.org,8/7/24,0.43,Round‑up program
Patrick,Star,patrick.star@example.org,2/4/25,0.8,Round‑up program
Patrick,Star,patrick.star@example.org,3/10/25,0.43,Round‑up program
Patrick,Star,patrick.star@example.org,6/24/25,0.92,Round‑up program
Patrick,Star,patrick.star@example.org,7/18/25,0.24,Round‑up program
Patrick,Star,patrick.star@example.org,8/10/25,0.65,Round‑up program
Patrick,Star,patrick.star@example.org,10/22/25,0.28,Round‑up program
Patrick,Star,patrick.star+40@example.org,11/7/25,0.61,Round‑up program
Patrick,Star,patrick.star+40@nonprofit.org,24/12/2020,0.28,Round‑up program
Patrick,Star,patrick.star+1@charity.net,,0.45,Round‑up program
Patrick,Star,patrick.star@example.org,,0.41,Round‑up program
Patrick,Star,patrickstar@charity.net,,0.01,Round‑up program
Tony,Stark,tony.stark@example.org,4/2/19,284.89,Gala pledge
Tony,Stark,tony.stark@example.org,11/3/19,165.58,
Tony,Stark,tony.stark+71@example.org,7/13/20,266.77,Corporate match
Tony,Stark,tony.stark+46@nonprofit.org,12/4/20,134.24,
Tony,Stark,tony.stark@example.org,7/30/21,192.88,Corporate match
Tony,Stark,tony.stark@example.org,8/18/21,291.36,Corporate match
Tony,Stark,tony.s@charity.net,10/16/21,26543.05,Online donation
Tony,Stark,tony.stark@example.org,2/5/22,150.79,Recurring gift
Tony,Stark,tony.stark@example.org,8/22/22,191.14,Corporate match
Tony,Stark,tony.stark@example.org,3/27/23,122.62,
Tony,Stark,tony.stark@example.org,10/28/23,280.64,Gala pledge
Tony,Stark,tony.stark@example.org,11/1/23,160.71,Gala pledge
Tony,Stark,tony.stark@example.org,3/7/24,154.41,Gala pledge
Tony,Stark,tony.stark@example.org,5/3/24,149.87,Round‑up program
Tony,Stark,tony.stark@example.org,4/8/25,212.75,
Tony,Stark,tony.stark@example.org,4/24/25,253.21,
Tony,Stark,tony.stark@example.org,31/08/2021,244.67,Online donation
Patrick,Stra,patrick.star@example.org,2/5/22,0.88,Round‑up program
Patrick,Stra,patrick.star@example.org,7/19/25,0.26,Round‑up program
Bruce,Wayne,bruce.wayne@example.org,11/9/19,174975.03,
Bruce,Wayne,bruce.wayne@example.org,9/15/22,123075.37,In honor of a friend
Ron,Weasley,ron.weasley@example.org,3/6/25,31.32,Online donation
Ron,Weasley,ron.weasley@example.org,1/19/19,47.36,Online donation
Ron,Weasley,ron.weasley@example.org,4/6/19,57.93,Online donation
Ron,Weasley,ron.weasley@example.org,4/30/19,21.37,Gala pledge
Ron,Weasley,ron.weasley@example.org,8/1/19,20.27,Recurring gift
Ron,Weasley,ron.weasley@example.org,11/20/19,20.96,
Ron,Weasley,ron.weasley@example.org,9/3/20,0.45,Round‑up program
Ron,Weasley,ron.weasley@example.org,11/4/20,42.14,Corporate match
Ron,Weasley,ron.weasley+85@example.org,12/3/20,23.98,Round‑up program
Ron,Weasley,ron.weasley@example.org,3/22/21,59.74,Gala pledge
Ron,Weasley,ron.weasley@example.org,6/14/21,29.7,In honor of a friend
Ron,Weasley,ron.weasley@example.org,10/10/21,22.64,Corporate match
Ron,Weasley,ron.weasley@example.org,11/9/21,20.57,In honor of a friend
Ron,Weasley,ron.weasley@example.org,1/18/22,50.28,Corporate match
Ron,Weasley,ron.weasley@example.org,4/16/22,38.67,Corporate match
Ron,Weasley,ron.weasley@example.org,5/1/22,55.54,Gala pledge
Ron,Weasley,ron.weasley@example.org,5/24/22,59,Online donation
Ron,Weasley,ron.weasley@example.org,12/8/22,55.26,Online donation
Ron,Weasley,ron.weasley@example.org,2/28/23,36.49,In honor of a friend
Ron,Weasley,ron.weasley@example.org,5/24/23,58,Round‑up program
Ron,Weasley,ron.weasley+98@nonprofit.org,6/15/23,48.13,Recurring gift
Ron,Weasley,ron.weasley@example.org,12/6/23,453.67,
Ron,Weasley,ron.weasley@example.org,9/5/24,25.87,Online donation
Ron,Weasley,ron.weasley@example.org,11/8/24,24.92,
Ron,Weasley,ron.weasley@example.org,1/7/25,53.78,In honor of a friend
Ron,Weasley,ron.weasley@example.org,1/14/25,26.75,Online donation
Ron,Weasley,ron.weasley@example.org,6/12/25,22.59,
Ron,Weasley,ron.weasley@example.org,6/18/25,25.72,
Ron,Weasley,ron.weasley@example.org,7/29/25,41.59,Recurring gift
Ron,Weasley,ron.weasley@example.org,21/03/2022,40.1,
Ron,Weasley,ron.weasley@example.org,,31.36,
SpongeBob,,spongebob.squarepants@example.org,7/10/25,0.38,Round‑up program
SpongeBob,,spongebob.squarepants@example.org,11/25/23,0.21,Round‑up program
